CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,PTRATIO,B,LSTAT
0.04932,3.192922374429224,2.18,0.0,0.472,6.849,70.3,3.1827,7.0,18.4,396.9,7.53
2.15505,0.0,19.58,0.0,0.871,5.628,100.0,1.5166,5.0,14.7,388.70571095571,16.65
0.17171,25.0,5.13,0.0,0.453,5.966,93.4,6.8185,8.0,19.7,378.08,14.44
0.04011,3.192922374429224,1.52,0.0,0.404,7.287,34.1,7.309,2.0,18.624643584521394,396.9,4.08
0.13554,12.5,6.07,0.0,0.409,5.594,36.8,6.498,4.0,18.9,396.9,13.09
0.08387,0.0,12.83,0.0,0.437,5.874,36.6,4.5026,5.0,18.7,396.06,9.1
0.88125,0.0,21.89,0.0,0.624,5.637,94.7,1.9799,4.0,21.2,396.9,18.34
0.05561,3.192922374429224,2.24,0.0,0.4,7.041,10.0,7.8278,5.0,14.8,371.58,4.74
0.05789,12.5,6.07,0.0,0.409,5.878,21.4,6.498,4.0,18.9,396.21,8.1
0.04301,3.192922374429224,1.91,0.0,0.413,5.663,21.9,3.723698802395207,4.0,22.0,382.8,8.05
0.16902,0.0,25.65,0.0,0.581,5.986,88.4,1.9929,2.0,19.1,385.02,14.81
7.02259,0.0,18.1,0.0,0.718,6.006,95.3,1.8746,24.0,20.2,388.70571095571,15.7
2.01019,0.0,19.58,0.0,0.605,6.233212184873957,96.2,2.0459,5.0,14.7,369.3,3.7
0.03615,3.192922374429224,4.95,0.0,0.411,6.63,23.4,5.1167,4.0,19.2,396.9,4.7
0.12083,0.0,2.89,0.0,0.445,6.233212184873957,76.0,3.4952,2.0,18.0,396.9,4.21
0.03537,3.192922374429224,6.09,0.0,0.433,6.59,40.4,5.4917,7.0,16.1,395.75,9.5
0.11425,0.0,13.89,0.0,0.55,6.373,92.4,3.3633,5.0,16.4,393.74,10.5
2.81838,0.0,18.1,0.0,0.532,5.762,40.3,4.0983,24.0,20.2,392.92,10.42
0.3494,0.0,9.9,0.0,0.544,5.972,76.7,3.1025,4.0,18.4,396.24,9.97
0.06211,3.192922374429224,1.25,0.0,0.429,6.49,44.4,8.7921,1.0,19.7,396.9,5.98
1.1971470294784572,0.0,18.1,0.0,0.671,6.794,98.8,1.358,24.0,20.2,396.9,21.24
7.67202,0.0,18.1,0.0,0.693,5.747,98.9,1.6334,24.0,20.2,393.1,19.92
0.20746,0.0,27.74,0.0,0.609,5.093,98.0,1.8226,4.0,20.1,388.70571095571,29.68
0.06588,0.0,2.46,0.0,0.488,6.233212184873957,83.3,2.741,3.0,17.8,395.56,7.56
0.03578,20.0,3.33,0.0,0.4429,6.233212184873957,64.5,4.6947,5.0,14.9,387.31,3.76
0.36894,22.0,5.86,0.0,0.431,6.233212184873957,8.4,8.9067,7.0,19.1,396.9,3.54
0.0536,21.0,5.64,0.0,0.439,6.511,21.1,6.8147,4.0,16.8,396.9,5.28
1.1971470294784572,0.0,18.1,0.0,0.679,6.782,90.8,1.8195,24.0,20.2,388.70571095571,25.79
5.73116,0.0,18.1,0.0,0.532,7.061,77.0,3.4106,24.0,20.2,395.28,7.01
3.32105,0.0,19.58,0.0,0.871,5.403,100.0,1.3216,5.0,14.7,396.9,26.82
0.08308,0.0,2.46,0.0,0.488,5.604,89.8,2.9879,3.0,17.8,391.0,13.98
1.1971470294784572,0.0,18.1,0.0,0.671,6.223,100.0,1.3861,24.0,20.2,393.74,21.78
5.20177,0.0,18.1,0.0,0.77,6.127,83.4,2.7227,24.0,20.2,395.43,11.48
0.08707,0.0,12.83,0.0,0.437,6.14,45.8,4.0905,5.0,18.7,386.96,10.27
0.03659,25.0,4.86,0.0,0.426,6.302,32.2,5.4007,4.0,19.0,396.9,6.72
7.36711,0.0,18.1,0.0,0.679,6.193,78.1,1.9356,24.0,20.2,388.70571095571,21.52
0.07013,0.0,13.89,0.0,0.55,6.642,85.1,3.4211,5.0,16.4,392.78,9.69
0.05479,3.192922374429224,2.18,0.0,0.472,6.616,58.1,3.37,7.0,18.4,393.36,8.93
5.69175,0.0,18.1,0.0,0.583,6.114,79.8,3.5459,24.0,20.2,392.68,14.98
0.95577,0.0,8.14,0.0,0.538,6.047,88.8,4.4534,4.0,21.0,388.70571095571,17.28
1.1971470294784572,0.0,18.1,0.0,0.614,5.648,87.6,1.9512,24.0,20.2,388.70571095571,14.1
0.0315,3.192922374429224,1.47,0.0,0.403,6.975,15.3,7.6534,3.0,17.0,396.9,4.56
8.98296,0.0,18.1,0.0,0.77,6.212,97.4,2.1222,24.0,20.2,377.73,17.6
0.04294,28.0,15.04,0.0,0.464,6.249,77.3,3.615,4.0,18.2,396.9,10.59
0.04819,3.192922374429224,3.64,0.0,0.392,6.108,32.0,9.2203,1.0,16.4,392.89,6.57
0.33045,0.0,6.2,0.0,0.507,6.086,61.5,3.6519,8.0,17.4,376.75,10.88
0.98843,0.0,8.14,0.0,0.538,5.813,100.0,4.0952,4.0,21.0,394.54,19.88
0.85204,0.0,8.14,0.0,0.538,5.965,89.2,4.0123,4.0,21.0,392.53,13.83
2.73397,0.0,19.58,0.0,0.871,5.597,94.9,1.5257,5.0,14.7,351.85,21.45
0.01096,3.192922374429224,2.25,0.0,0.389,6.453,31.9,7.3073,1.0,15.3,394.72,8.23
1.1971470294784572,0.0,18.1,0.0,0.679,6.38,95.6,1.9682,24.0,20.2,388.70571095571,24.08
1.19294,0.0,21.89,0.0,0.624,6.326,97.7,2.271,4.0,21.2,396.9,12.26
0.18836,0.0,6.91,0.0,0.448,5.786,33.3,5.1004,3.0,17.9,396.9,14.15
0.03306,0.0,5.19,0.0,0.515,6.059,37.3,4.8122,5.0,20.2,396.14,8.51
0.38214,0.0,6.2,0.0,0.504,6.233212184873957,86.5,3.2157,8.0,17.4,387.38,3.13
0.25199,0.0,10.59,0.0,0.489,5.783,72.7,4.3549,4.0,18.6,389.43,18.06
1.51902,0.0,19.58,0.0,0.605,6.233212184873957,93.9,2.162,5.0,14.7,388.45,3.32
0.20608,22.0,5.86,0.0,0.431,5.593,76.5,7.9549,7.0,19.1,372.49,12.5
3.8497,0.0,18.1,0.0,0.77,6.395,91.0,2.5052,24.0,20.2,391.34,13.27
0.15876,0.0,10.81,0.0,0.413,5.961,17.5,5.2873,4.0,19.2,376.94,9.88
3.69695,0.0,18.1,0.0,0.718,4.963,91.4,1.7523,24.0,20.2,388.70571095571,14.0
2.37857,0.0,18.1,0.0,0.583,5.871,41.9,3.724,24.0,20.2,370.73,13.34
7.05042,0.0,18.1,0.0,0.614,6.103,85.1,2.0218,24.0,20.2,388.70571095571,23.29
0.52014,20.0,3.97,0.0,0.647,6.233212184873957,91.5,2.2885,5.0,18.624643584521394,386.86,5.91
0.06899,0.0,25.65,0.0,0.581,5.87,69.7,2.2577,2.0,19.1,389.15,14.37
1.1971470294784572,0.0,18.1,0.0,0.693,5.349,96.0,1.7028,24.0,20.2,396.9,19.77
0.04666,3.192922374429224,1.52,0.0,0.404,7.107,36.6,7.309,2.0,18.624643584521394,354.31,8.61
0.1403,22.0,5.86,0.0,0.431,6.487,13.0,7.3967,7.0,19.1,396.28,5.9
0.63796,0.0,8.14,0.0,0.538,6.096,84.5,4.4619,4.0,21.0,380.02,10.26
0.1,3.192922374429224,6.09,0.0,0.433,6.982,17.7,5.4917,7.0,16.1,390.43,4.86
0.06151,0.0,5.19,0.0,0.515,5.968,58.5,4.8122,5.0,20.2,396.9,9.29
5.70818,0.0,18.1,0.0,0.532,6.75,74.9,3.3317,24.0,20.2,393.07,7.74
0.03237,0.0,2.18,0.0,0.458,6.998,45.8,6.0622,3.0,18.7,394.63,2.94
0.77299,0.0,8.14,0.0,0.538,6.495,94.4,4.4547,4.0,21.0,387.94,12.8
0.22212,0.0,10.01,0.0,0.547,6.092,95.4,2.548,6.0,17.8,396.9,17.09
5.09017,0.0,18.1,0.0,0.713,6.297,91.8,2.3682,24.0,20.2,385.09,17.27
8.71675,0.0,18.1,0.0,0.693,6.471,98.8,1.7257,24.0,20.2,391.98,17.12
0.04203,28.0,15.04,0.0,0.464,6.442,53.6,3.6659,4.0,18.2,395.01,8.16
4.81213,0.0,18.1,0.0,0.713,6.701,90.0,2.5975,24.0,20.2,388.70571095571,16.42
0.15445,25.0,5.13,0.0,0.453,6.145,29.2,7.8148,8.0,19.7,390.68,6.86
1.1971470294784572,0.0,18.1,0.0,0.74,5.854,96.6,1.8956,24.0,20.2,388.70571095571,23.79
1.1971470294784572,0.0,18.1,0.0,0.7,6.233212184873957,100.0,1.4672,24.0,20.2,396.9,28.28
0.09178,0.0,4.05,0.0,0.51,6.416,84.1,2.6463,5.0,16.6,395.5,9.04
0.35233,0.0,21.89,0.0,0.624,6.454,98.4,1.8498,4.0,21.2,394.08,14.59
0.28955,0.0,10.59,0.0,0.489,5.412,9.8,3.5875,4.0,18.6,348.93,29.55
0.44178,0.0,6.2,0.0,0.504,6.552,21.4,3.3751,8.0,17.4,380.34,3.76
0.22927,0.0,6.91,0.0,0.448,6.03,85.5,5.6894,3.0,17.9,392.74,18.8
0.08447,0.0,4.05,0.0,0.51,5.859,68.7,2.7019,5.0,16.6,393.23,9.64
7.83932,0.0,18.1,0.0,0.655,6.209,65.4,2.9634,24.0,20.2,396.9,13.22
0.06129,20.0,3.33,0.0,0.4429,7.645,49.7,5.2119,5.0,14.9,377.07,3.01
1.1971470294784572,0.0,18.1,0.0,0.671,6.38,96.2,1.3861,24.0,20.2,396.9,23.69
0.02498,0.0,1.89,0.0,0.518,6.54,59.7,6.2669,1.0,15.9,389.96,8.65
6.80117,0.0,18.1,0.0,0.713,6.081,84.4,2.7175,24.0,20.2,396.9,14.7
1.1971470294784572,0.0,18.1,0.0,0.597,6.657,100.0,1.5275,24.0,20.2,388.70571095571,21.22
0.10469,3.192922374429224,6.41,0.0,0.447,7.267,49.0,4.7872,4.0,17.6,389.25,6.05
5.66637,0.0,18.1,0.0,0.74,6.219,100.0,2.0048,24.0,20.2,395.69,16.59
0.22489,12.5,7.87,0.0,0.524,6.377,94.3,6.3467,5.0,15.2,392.52,20.45
1.13081,0.0,8.14,0.0,0.538,5.713,94.1,4.233,4.0,21.0,360.17,22.6
1.1971470294784572,0.0,18.1,0.0,0.718,6.824,76.5,1.794,24.0,20.2,388.70571095571,22.74
4.34879,0.0,18.1,0.0,0.58,6.167,84.0,3.0334,24.0,20.2,396.9,16.29
0.06911,3.192922374429224,3.44,0.0,0.437,6.739,30.8,6.4798,5.0,15.2,389.71,4.69
1.1971470294784572,0.0,18.1,0.0,0.671,6.968,91.9,1.4165,24.0,20.2,396.9,17.21
0.2896,0.0,9.69,0.0,0.585,5.39,72.9,2.7986,6.0,19.2,396.9,21.14
1.12658,0.0,19.58,0.0,0.871,5.012,88.0,1.6102,5.0,14.7,388.70571095571,12.12
0.01709,3.192922374429224,2.02,0.0,0.41,6.728,36.1,3.723698802395207,5.0,17.0,384.46,4.5
0.0351,3.192922374429224,2.68,0.0,0.4161,6.233212184873957,33.2,5.118,4.0,14.7,392.78,3.81
0.16439,22.0,5.86,0.0,0.431,6.433,49.1,7.8265,7.0,19.1,374.71,9.52
0.22188,20.0,6.96,0.0,0.464,7.691,51.8,4.3665,3.0,18.6,390.77,6.58
0.2909,0.0,21.89,0.0,0.624,6.174,93.6,1.6119,4.0,21.2,388.08,24.16
3.67822,0.0,18.1,0.0,0.77,5.362,96.2,2.1036,24.0,20.2,380.79,10.19
0.13158,0.0,10.01,0.0,0.547,6.176,72.5,2.7301,6.0,17.8,393.3,12.04
0.00632,18.0,2.31,0.0,0.538,6.575,65.2,4.09,1.0,15.3,396.9,4.98
0.04417,3.192922374429224,2.24,0.0,0.4,6.871,47.4,7.8278,5.0,14.8,390.86,6.07
1.1971470294784572,0.0,18.1,0.0,0.693,5.852,77.8,1.5004,24.0,20.2,388.70571095571,29.97
7.52601,0.0,18.1,0.0,0.713,6.417,98.3,2.185,24.0,20.2,388.70571095571,19.31
0.24103,0.0,7.38,0.0,0.493,6.083,43.7,5.4159,5.0,19.6,396.9,12.79
1.1971470294784572,0.0,18.1,0.0,0.693,6.404,100.0,1.639,24.0,20.2,376.11,20.31
5.44114,0.0,18.1,0.0,0.713,6.655,98.2,2.3552,24.0,20.2,355.29,17.73
0.06724,0.0,3.24,0.0,0.46,6.333,17.2,5.2146,4.0,16.9,375.21,7.34
0.08244,30.0,4.93,0.0,0.428,6.481,18.5,6.1899,6.0,16.6,379.41,6.36
0.08199,0.0,13.92,0.0,0.437,6.009,42.3,5.5027,4.0,16.0,396.9,10.4
0.21161,0.0,8.56,0.0,0.52,6.137,87.4,2.7147,5.0,20.9,394.47,13.44
1.1971470294784572,0.0,18.1,0.0,0.74,5.818,92.4,1.8662,24.0,20.2,391.45,22.11
1.1971470294784572,0.0,18.1,0.0,0.74,6.461,93.3,2.0026,24.0,20.2,388.70571095571,18.05
1.1971470294784572,0.0,18.1,0.0,0.58,5.926,71.0,2.9084,24.0,20.2,368.74,18.13
0.14455,12.5,7.87,0.0,0.524,6.172,96.1,5.9505,5.0,15.2,396.9,19.15
0.47547,0.0,9.9,0.0,0.544,6.113,58.8,4.0019,4.0,18.4,396.23,12.73
0.00906,3.192922374429224,2.97,0.0,0.4,7.088,20.8,7.3073,1.0,15.3,394.72,7.85
0.0686,0.0,2.89,0.0,0.445,7.416,62.5,3.4952,2.0,18.0,396.9,6.19
2.24236,0.0,19.58,0.0,0.605,5.854,91.8,2.422,5.0,14.7,395.11,11.64
0.11027,25.0,5.13,0.0,0.453,6.456,67.8,7.2255,8.0,19.7,396.9,6.73
0.55007,20.0,3.97,0.0,0.647,7.206,91.6,1.9301,5.0,18.624643584521394,387.89,8.1
0.09252,30.0,4.93,0.0,0.428,6.606,42.2,6.1899,6.0,16.6,383.78,7.37
8.20058,0.0,18.1,0.0,0.713,5.936,80.3,2.7792,24.0,20.2,388.70571095571,16.94
0.13262,0.0,8.56,0.0,0.52,5.851,96.7,2.1069,5.0,20.9,394.05,16.47
1.1971470294784572,0.0,18.1,0.0,0.7,6.233212184873957,91.2,1.4395,24.0,20.2,388.70571095571,30.63
0.02543,3.192922374429224,3.78,0.0,0.484,6.696,56.4,5.7321,5.0,17.6,396.9,7.18
0.13117,0.0,8.56,0.0,0.52,6.127,85.2,2.1224,5.0,20.9,387.69,14.09
0.6147,0.0,6.2,0.0,0.507,6.618,80.8,3.2721,8.0,17.4,396.9,7.6
0.10153,0.0,12.83,0.0,0.437,6.279,74.5,4.0522,5.0,18.7,373.66,11.97
1.1971470294784572,0.0,18.1,0.0,0.693,5.887,94.7,1.7821,24.0,20.2,396.9,16.35
0.38735,0.0,25.65,0.0,0.581,5.613,95.6,1.7572,2.0,19.1,359.29,27.26
0.09604,3.192922374429224,6.41,0.0,0.447,6.854,42.8,4.2673,4.0,17.6,396.9,2.98
0.19073,22.0,5.86,0.0,0.431,6.718,17.5,7.8265,7.0,19.1,393.74,6.56
0.06617,0.0,3.24,0.0,0.46,5.868,25.8,5.2146,4.0,16.9,382.44,9.97
0.12269,0.0,6.91,0.0,0.448,6.069,40.0,5.7209,3.0,17.9,389.39,9.55
1.1971470294784572,0.0,18.1,0.0,0.679,5.957,100.0,1.8026,24.0,20.2,388.70571095571,20.62
0.10328,25.0,5.13,0.0,0.453,5.927,47.2,6.932,8.0,19.7,396.9,9.22
1.1971470294784572,0.0,18.1,0.0,0.614,6.185,96.7,2.1705,24.0,20.2,379.7,18.03
1.1971470294784572,0.0,18.1,0.0,0.597,5.155,100.0,1.5894,24.0,20.2,388.70571095571,20.08
1.1971470294784572,0.0,18.1,0.0,0.631,6.216,100.0,1.1691,24.0,20.2,366.15,9.53
0.32264,0.0,21.89,0.0,0.624,5.942,93.5,1.9669,4.0,21.2,378.25,16.9
0.10084,0.0,10.01,0.0,0.547,6.715,81.6,2.6775,6.0,17.8,395.59,10.16
0.05497,0.0,5.19,0.0,0.515,5.985,45.4,4.8122,5.0,20.2,396.9,9.74
0.21977,0.0,6.91,0.0,0.448,5.602,62.0,6.0877,3.0,17.9,396.9,16.2
0.23912,0.0,9.69,0.0,0.585,6.019,65.3,2.4091,6.0,19.2,396.9,12.92
1.1971470294784572,0.0,18.1,0.0,0.614,5.304,97.3,2.1007,24.0,20.2,349.48,24.91
5.87205,0.0,18.1,0.0,0.693,6.405,96.0,1.6768,24.0,20.2,396.9,19.37
0.02985,0.0,2.18,0.0,0.458,6.43,58.7,6.0622,3.0,18.7,394.12,5.21
0.10793,0.0,8.56,0.0,0.52,6.195,54.4,2.7778,5.0,20.9,393.49,13.0
0.08664,3.192922374429224,3.44,0.0,0.437,7.178,26.3,6.4798,5.0,15.2,390.49,2.87
0.35809,0.0,6.2,0.0,0.507,6.951,88.5,2.8617,8.0,17.4,391.7,9.71
0.31827,0.0,9.9,0.0,0.544,5.914,83.2,3.9986,4.0,18.4,390.7,18.33
0.19133,22.0,5.86,0.0,0.431,5.605,70.2,7.9549,7.0,19.1,389.13,18.46
8.79212,0.0,18.1,0.0,0.584,5.565,70.6,2.0635,24.0,20.2,388.70571095571,17.16
0.06263,0.0,11.93,0.0,0.573,6.593,69.1,2.4786,1.0,21.0,391.99,9.67
0.59005,0.0,21.89,0.0,0.624,6.372,97.9,2.3274,4.0,21.2,385.76,11.12
0.03359,3.192922374429224,2.95,0.0,0.428,7.024,15.8,5.4011,3.0,18.3,395.62,1.98
3.69311,0.0,18.1,0.0,0.713,6.376,88.4,2.5671,24.0,20.2,391.43,14.65
8.64476,0.0,18.1,0.0,0.693,6.193,92.6,1.7912,24.0,20.2,396.9,15.17
0.17899,0.0,9.69,0.0,0.585,5.67,28.8,2.7986,6.0,19.2,393.29,17.6
0.09512,0.0,12.83,0.0,0.437,6.286,45.0,4.5026,5.0,18.7,383.23,8.94
0.07151,0.0,4.49,0.0,0.449,6.121,56.8,3.7476,3.0,18.5,395.15,8.44
0.1265,25.0,5.13,0.0,0.453,6.762,43.4,7.9809,8.0,19.7,395.58,9.5
0.30347,0.0,7.38,0.0,0.493,6.312,28.9,5.4159,5.0,19.6,396.9,6.15
0.03041,0.0,5.19,0.0,0.515,5.895,59.6,5.615,5.0,20.2,394.81,10.56
0.11747,12.5,7.87,0.0,0.524,6.009,82.9,6.2267,5.0,15.2,396.9,13.27
0.0795,3.192922374429224,1.69,0.0,0.411,6.579,35.9,3.723698802395207,4.0,18.3,370.78,5.49
